6.258469e-03 4.527260e+04 2.127736e+02
6.691314e-03 3.664835e+04 1.914376e+02
7.124159e-03 2.908944e+04 1.705563e+02
7.557005e-03 2.305250e+04 1.518305e+02
7.989850e-03 1.909862e+04 1.381978e+02
8.422696e-03 1.571860e+04 1.253739e+02
8.855541e-03 1.320476e+04 1.149120e+02
9.288386e-03 1.094709e+04 1.046284e+02
9.721233e-03 9.114872e+03 9.547184e+01
1.015408e-02 8.134974e+03 9.019409e+01
1.058692e-02 6.549223e+03 8.092727e+01
1.101977e-02 5.942277e+03 7.708617e+01
1.145261e-02 4.973925e+03 7.052606e+01
1.188546e-02 4.413570e+03 6.643470e+01
1.231830e-02 3.924767e+03 6.264796e+01
1.275115e-02 3.380278e+03 5.814016e+01
1.318400e-02 3.068918e+03 5.539782e+01
1.361684e-02 2.647782e+03 5.145660e+01
1.404969e-02 2.419579e+03 4.918922e+01
1.448253e-02 2.128530e+03 4.228034e+01
1.491538e-02 1.907045e+03 3.746188e+01
1.534822e-02 1.732810e+03 3.214499e+01
1.578107e-02 1.536454e+03 2.813492e+01
1.621391e-02 1.413463e+03 2.472772e+01
1.664676e-02 1.274042e+03 2.212596e+01
1.707960e-02 1.159399e+03 1.974003e+01
1.751245e-02 1.081778e+03 1.738381e+01
1.794530e-02 9.647288e+02 1.532788e+01
1.837814e-02 8.984410e+02 1.424260e+01
1.881099e-02 8.152225e+02 1.286179e+01
1.924383e-02 7.650569e+02 1.156226e+01
1.967668e-02 7.048923e+02 1.051944e+01
2.010952e-02 6.492344e+02 9.645675e+00
2.054237e-02 6.055335e+02 8.662025e+00
2.097521e-02 5.609252e+02 7.836065e+00
2.140806e-02 5.295136e+02 7.074294e+00
2.184090e-02 4.840037e+02 6.748474e+00
2.227375e-02 4.558246e+02 6.009882e+00
2.270659e-02 4.310345e+02 5.568657e+00
2.313944e-02 3.984583e+02 4.988883e+00
2.357229e-02 3.782802e+02 4.725803e+00
2.400513e-02 3.524635e+02 4.423645e+00
2.443798e-02 3.363150e+02 4.104497e+00
2.487082e-02 3.188237e+02 3.747411e+00
2.530367e-02 2.981825e+02 3.557010e+00
2.573651e-02 2.846182e+02 3.176867e+00
2.616936e-02 2.661174e+02 3.025199e+00
2.660220e-02 2.580837e+02 2.793178e+00
2.703505e-02 2.420972e+02 2.677086e+00
2.746790e-02 2.319470e+02 2.354665e+00
2.790074e-02 2.207129e+02 2.253096e+00
2.833359e-02 2.106313e+02 2.193373e+00
2.876643e-02 2.029689e+02 1.974769e+00
2.919928e-02 1.927154e+02 1.873139e+00
2.963212e-02 1.837200e+02 1.871299e+00
3.006497e-02 1.797190e+02 1.654361e+00
3.049781e-02 1.706156e+02 1.631687e+00
3.093066e-02 1.657737e+02 1.598258e+00
3.136350e-02 1.575401e+02 1.490407e+00
3.179635e-02 1.521810e+02 1.437765e+00
3.222920e-02 1.496745e+02 1.306131e+00
3.266204e-02 1.435815e+02 1.316606e+00
3.309489e-02 1.407219e+02 1.256116e+00
3.352773e-02 1.327305e+02 1.154455e+00
3.396058e-02 1.322319e+02 1.140195e+00
3.439342e-02 1.272341e+02 1.066162e+00
3.482627e-02 1.233910e+02 1.032697e+00
3.525911e-02 1.212218e+02 9.183926e-01
3.569196e-02 1.176197e+02 9.758671e-01
3.612480e-02 1.150264e+02 9.315676e-01
3.655765e-02 1.114018e+02 8.701656e-01
3.699049e-02 1.094845e+02 8.121642e-01
3.742334e-02 1.071018e+02 7.886289e-01
3.785618e-02 1.046364e+02 7.330314e-01
3.828903e-02 1.029348e+02 7.246935e-01
3.872188e-02 1.005546e+02 6.975798e-01
3.915472e-02 9.987926e+01 6.720506e-01
3.958757e-02 9.825101e+01 6.411497e-01
4.002041e-02 9.725162e+01 6.064368e-01
4.045326e-02 9.555128e+01 5.922033e-01
4.088610e-02 9.395020e+01 5.933753e-01
4.131895e-02 9.415826e+01 5.571725e-01
4.175179e-02 9.221845e+01 5.647210e-01
4.218464e-02 9.303595e+01 5.526069e-01
4.261748e-02 9.247815e+01 5.114775e-01
4.305033e-02 9.102476e+01 4.887594e-01
4.348318e-02 9.158885e+01 5.085554e-01
4.391602e-02 9.155357e+01 4.719214e-01
4.434887e-02 9.111434e+01 4.840245e-01
4.478171e-02 9.186954e+01 4.930574e-01
4.521456e-02 9.253313e+01 4.754215e-01
4.564741e-02 9.257298e+01 4.775501e-01
4.608025e-02 9.434003e+01 4.442811e-01
4.651310e-02 9.476191e+01 4.590881e-01
4.694594e-02 9.581583e+01 4.585995e-01
4.737879e-02 9.707335e+01 4.440620e-01
4.781163e-02 9.985873e+01 4.782996e-01
4.824448e-02 1.017172e+02 4.379039e-01
4.867732e-02 1.041175e+02 4.823709e-01
4.911017e-02 1.062239e+02 4.626595e-01
4.954301e-02 1.105321e+02 4.920354e-01
4.997586e-02 1.134595e+02 4.516653e-01
5.040870e-02 1.185309e+02 4.913379e-01
5.084155e-02 1.236730e+02 5.046860e-01
5.127439e-02 1.296633e+02 5.187277e-01
5.170724e-02 1.409089e+02 1.057529e+00
5.214009e-02 1.666729e+02 3.171538e+00
5.257293e-02 2.258607e+02 7.752180e+00
5.300578e-02 3.032226e+02 1.594155e+01
5.343862e-02 3.899987e+02 1.974838e+01
5.387147e-02 3.000320e+02 1.396896e+01
5.430431e-02 2.459091e+02 8.500179e+00
5.473716e-02 1.875774e+02 2.666910e+00
